x,y,timestamp,page
1087.0957678377908,381.948023320194,1744814702936,/shop/checkout
1012.0447451047269,335.4745543965818,1744814703008,/shop/checkout
1109.3236322905282,322.84043638191724,1744814703095,/shop/checkout
1136.7420069180087,277.82206890733397,1744814703171,/shop/checkout
1110.0347780745728,282.13375300133845,1744814703264,/shop/checkout
1027.204124849438,269.92439805324585,1744814703336,/shop/checkout
984.0308278172705,271.43046271184534,1744814703474,/shop/checkout
846.0250222668424,235.9860446025695,1744814703585,/shop/checkout
821.411457985514,272.3416014143476,1744814703679,/shop/checkout
754.1857873043642,274.6820817934668,1744814703802,/shop/checkout
764.1208676771653,284.7260624284948,1744814703976,/shop/checkout
668.2013359362063,273.2038915444606,1744814704231,/shop/checkout
619.8360486283369,265.633744004731,1744814704439,/shop/checkout
503.99283455691983,258.4576488930796,1744814704542,/shop/checkout
497.2300186206893,266.6167591800071,1744814704636,/shop/checkout
568.8399599048762,309.5979320282055,1744814704712,/shop/checkout
543.8393157018168,352.13713533196943,1744814704800,/shop/checkout
524.3018308461405,397.4619055882881,1744814704891,/shop/checkout
444.2435657969179,338.77576069764245,1744814705053,/shop/checkout
447.1775640509306,330.320101649355,1744814705404,/shop/checkout
342.8513812478984,259.03849991825984,1744814705514,/shop/checkout
327.6003778153869,244.2317925984298,1744814705638,/shop/checkout
344.36006463081446,257.2197270591278,1744814705742,/shop/checkout
337.6811025278047,218.29953647816362,1744814705811,/shop/checkout
280.88419296337895,174.91514737617953,1744814705888,/shop/checkout
337.645911579463,157.34146295181395,1744814705983,/shop/checkout
247.56285567088105,104.4127891961616,1744814706074,/shop/checkout
91.9174195401813,47.628588649301314,1744814706242,/shop/checkout
184.6085806461055,99.42131146404306,1744814706337,/shop/checkout
292.18677551259543,148.05038484185988,1744814706419,/shop/checkout
377.08145919085166,212.02204833395533,1744814706555,/shop/checkout
488.59572472896053,246.86494191258748,1744814706655,/shop/checkout
620.6851187842497,291.36493539584524,1744814706849,/shop/checkout
594.9912688368524,255.36737736937687,1744814706960,/shop/checkout
598.2258294701844,194.3193069468029,1744814707054,/shop/checkout
577.4398053665565,167.27608433548158,1744814707137,/shop/checkout
654.4689809981637,211.3846644261428,1744814707257,/shop/checkout
672.0167202615772,240.74210573697746,1744814707336,/shop/checkout
642.7306714775021,217.70086820993106,1744814707427,/shop/checkout
652.8481459705333,233.64957817678786,1744814707507,/shop/checkout
675.4170103782674,219.62129605174133,1744814707593,/shop/checkout
619.4528363512771,185.0908176563213,1744814707682,/shop/checkout
665.1823659697308,197.54682026661152,1744814707875,/shop/checkout
685.2762058940432,281.16134264792925,1744814707955,/shop/checkout
900.6692261052563,401.4194323750911,1744814708050,/shop/checkout
750.3834806552653,361.10056475180556,1744814708254,/shop/checkout
805.3551373451912,385.2659912255851,1744814708322,/shop/checkout
709.8962665301406,377.97789022461956,1744814708414,/shop/checkout
714.3660006107241,360.3224077193425,1744814708479,/shop/checkout
606.5761708934447,320.4144066941726,1744814708547,/shop/checkout
604.8653743056992,302.9616112740129,1744814708645,/shop/checkout
545.2419397286528,266.69852380809806,1744814708717,/shop/checkout
605.7885683323174,321.82134604031734,1744814708786,/shop/checkout
603.6270360543144,307.61325752901644,1744814708867,/shop/checkout
548.6455983025396,300.6933556547208,1744814708948,/shop/checkout
477.47317478599575,262.3103497420041,1744814709036,/shop/checkout
639.1245183948763,337.06761340181856,1744814709114,/shop/checkout
623.8283645607812,299.25894131785157,1744814709212,/shop/checkout
731.383408013166,369.05741643500085,1744814709309,/shop/checkout
718.6389291658073,351.2632217128149,1744814709418,/shop/checkout
713.8701218024536,329.52815684033055,1744814709573,/shop/checkout
754.8809647865498,333.70269485022675,1744814709703,/shop/checkout
696.4040173662688,337.8590411348538,1744814709839,/shop/checkout
704.9076630450154,360.80043194226926,1744814709924,/shop/checkout
673.191149460778,287.6546534880231,1744814710011,/shop/checkout
620.56014588672,231.67305310011722,1744814710084,/shop/checkout
562.2856372379495,206.7926432328805,1744814710169,/shop/checkout
477.84660861041766,177.51980337181607,1744814710258,/shop/checkout
559.9274394320669,197.56664005525533,1744814710326,/shop/checkout
532.4149644875413,209.78010173813556,1744814710413,/shop/checkout
500.72260388851936,221.76248036295502,1744814710517,/shop/checkout
370.5051889174639,211.41569332183772,1744814710735,/shop/checkout
358.3863415445052,203.20559334664034,1744814710807,/shop/checkout
345.21920573802913,201.08596915862137,1744814710912,/shop/checkout
415.34681636263775,235.32636991934942,1744814710974,/shop/checkout
492.13880386112737,249.1054607540779,1744814711046,/shop/checkout
517.7233218851916,244.02958975123997,1744814711112,/shop/checkout
581.75704054928,255.15232470994036,1744814711179,/shop/checkout
561.8529633229696,247.45542007743066,1744814711242,/shop/checkout
677.9263759885664,267.0399568317621,1744814711321,/shop/checkout
676.4377731541259,303.7109848002865,1744814711413,/shop/checkout
617.4260103918515,335.7505808207504,1744814711485,/shop/checkout
751.7975097478852,405.1754787916242,1744814711554,/shop/checkout
716.3780035657268,457.8312406909767,1744814711624,/shop/checkout
763.2473137733518,456.0078738402284,1744814711707,/shop/checkout
813.8747735445482,508.3646652266213,1744814711782,/shop/checkout
875.0640678402773,555.4247420325883,1744814711858,/shop/checkout
952.8703014692336,592.4894798088216,1744814711925,/shop/checkout
1049.978307517737,626.7256355247753,1744814712008,/shop/checkout
1104.6159117517486,625.9741181127873,1744814712092,/shop/checkout
976.9081005497588,547.2612859988349,1744814712155,/shop/checkout
816.5655015870623,459.8722132851216,1744814712226,/shop/checkout
708.6786193915439,399.3398673680531,1744814712290,/shop/checkout
685.8979202776118,337.12067610520563,1744814712365,/shop/checkout
640.880681587365,318.38789506133617,1744814712554,/shop/checkout
723.5570302897706,371.4810171322064,1744814712628,/shop/checkout
619.432413441011,385.6240239835758,1744814712704,/shop/checkout
640.7596855797037,416.4538933519737,1744814712795,/shop/checkout
533.2227645733626,310.3219670122104,1744814712887,/shop/checkout
458.8166600544177,250.2030124605935,1744814712960,/shop/checkout
443.1694820695815,198.54067119700056,1744814713031,/shop/checkout
502.0377408798047,202.1849595363763,1744814713149,/shop/checkout
505.06647008672275,177.43248202106318,1744814713253,/shop/checkout
563.7520442515848,193.1896081081191,1744814713561,/shop/checkout
709.1485657754644,308.067787258111,1744814713706,/shop/checkout
